timestamp,app,duration_seconds,source
2026-03-15 11:32:33.097381,Home Screen,5,phone
2026-03-15 11:32:35.430625,WhatsApp - Google Chrome,5,pc
2026-03-15 11:32:38.200602,Home Screen,5,phone
2026-03-15 11:32:40.439276,Nessa Barrett - la di die (feat. Jaden Hossler) - Acoustic,5,pc
2026-03-15 11:32:43.298463,Home Screen,5,phone
2026-03-15 11:32:45.441064,Swedish House Mafia - Moth To A Flame (with The Weeknd),5,pc
2026-03-15 11:32:48.539530,Home Screen,5,phone
2026-03-15 11:32:50.442486,WhatsApp - Google Chrome,5,pc
2026-03-15 11:32:53.642593,Home Screen,5,phone
2026-03-15 11:32:55.444170,WhatsApp - Google Chrome,5,pc
2026-03-15 11:32:58.744434,Home Screen,5,phone
2026-03-15 11:33:00.446345,WhatsApp - Google Chrome,5,pc
2026-03-15 11:33:03.848412,Home Screen,5,phone
2026-03-15 11:33:05.447851,WhatsApp - Google Chrome,5,pc
2026-03-15 11:33:08.950717,Home Screen,5,phone
2026-03-15 11:33:10.449308,Unknown,5,pc
2026-03-15 11:33:14.054112,Home Screen,5,phone
2026-03-15 11:33:15.451331,weal - Google Chrome,5,pc
2026-03-15 11:33:19.160252,Home Screen,5,phone
2026-03-15 11:33:20.453063,weal - Google Chrome,5,pc
2026-03-15 11:33:24.315410,WhatsApp,5,phone
2026-03-15 11:33:25.454957,weal - Google Chrome,5,pc
2026-03-15 11:33:29.451415,WhatsApp,5,phone
2026-03-15 11:33:30.457284,weal - Google Chrome,5,pc
2026-03-15 11:33:34.597141,WhatsApp,5,phone
2026-03-15 11:33:35.458870,weal - Google Chrome,5,pc
2026-03-15 11:33:39.716782,WhatsApp,5,phone
2026-03-15 11:33:40.460612,weal - Google Chrome,5,pc
2026-03-15 11:33:44.847875,Home Screen,5,phone
2026-03-15 11:33:45.462191,weal - Google Chrome,5,pc
2026-03-15 11:33:49.945638,Home Screen,5,phone
2026-03-15 11:33:50.464031,weal - Google Chrome,5,pc
2026-03-15 11:33:55.115969,Home Screen,5,phone
2026-03-15 11:33:55.465498,weal - Google Chrome,5,pc
2026-03-15 11:34:00.277620,Home Screen,5,phone
2026-03-15 11:34:00.467148,weal - Google Chrome,5,pc
2026-03-15 11:34:05.445982,Home Screen,5,phone
2026-03-15 11:34:05.469016,Unknown,5,pc
2026-03-15 11:34:10.470947,Unknown,5,pc
2026-03-15 12:25:07.482707,C:\Windows\System32\cmd.exe - python  tracker.py,5,pc
2026-03-15 12:25:12.484225,C:\Windows\System32\cmd.exe,5,pc
2026-03-15 12:25:17.486112,C:\Windows\System32\cmd.exe - python  app.py,5,pc
2026-03-15 12:25:22.488177,C:\WINDOWS\system32\cmd.exe ,5,pc
2026-03-15 12:25:27.489790,C:\Windows\System32\cmd.exe - python  app.py,5,pc
2026-03-15 12:25:32.491886,weal - Google Chrome,5,pc
2026-03-15 12:25:37.494285,weal - Google Chrome,5,pc
2026-03-15 12:25:42.497105,weal - Google Chrome,5,pc
2026-03-15 12:25:47.500117,weal - Google Chrome,5,pc
2026-03-15 12:25:52.501856,weal - Google Chrome,5,pc
2026-03-15 12:25:57.509856,weal - Google Chrome,5,pc
2026-03-15 12:26:02.511608,weal - Google Chrome,5,pc
2026-03-15 12:26:07.513309,weal - Google Chrome,5,pc
2026-03-15 12:26:12.515214,weal - Google Chrome,5,pc
2026-03-15 12:26:15.612465,[Phone] Instagram,5,phone
2026-03-15 12:26:17.516800,weal - Google Chrome,5,pc
2026-03-15 12:26:20.812224,[Phone] Instagram,5,phone
2026-03-15 12:26:22.526001,weal - Google Chrome,5,pc
2026-03-15 12:26:26.042764,[Phone] Instagram,5,phone
2026-03-15 12:26:27.541242,New Tab - Google Chrome,5,pc
2026-03-15 12:26:31.310300,[Phone] Instagram,5,phone
2026-03-15 12:26:32.543161,New Tab - Google Chrome,5,pc
2026-03-15 12:26:36.575487,[Phone] Instagram,5,phone
2026-03-15 12:26:37.544750,New Tab - Google Chrome,5,pc
2026-03-15 12:26:41.836151,[Phone] Instagram,5,phone
2026-03-15 12:26:42.546969,New Tab - Google Chrome,5,pc
2026-03-15 12:26:47.077886,[Phone] Instagram,5,phone
2026-03-15 12:26:47.548665,google ai studio - Google Search - Google Chrome,5,pc
2026-03-15 12:26:52.339030,[Phone] Instagram,5,phone
2026-03-15 12:26:52.550128,Google AI Studio - Google Chrome,5,pc
2026-03-15 12:26:57.552342,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:26:57.682410,[Phone] Instagram,5,phone
2026-03-15 12:27:02.557867,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:05.183193,[Phone] Instagram,5,phone
2026-03-15 12:27:07.559595,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:10.439050,[Phone] Instagram,5,phone
2026-03-15 12:27:12.561599,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:15.693702,[Phone] Instagram,5,phone
2026-03-15 12:27:17.563712,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:20.958805,[Phone] Instagram,5,phone
2026-03-15 12:27:22.564845,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:26.239120,[Phone] Instagram,5,phone
2026-03-15 12:27:27.566550,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:31.475291,[Phone] Instagram,5,phone
2026-03-15 12:27:32.568720,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:36.783976,[Phone] Instagram,5,phone
2026-03-15 12:27:37.571010,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:42.047672,[Phone] Instagram,5,phone
2026-03-15 12:27:42.572971,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:47.431753,[Phone] Instagram,5,phone
2026-03-15 12:27:47.575628,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:52.577809,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:52.716215,[Phone] Instagram,5,phone
2026-03-15 12:27:57.581088,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:27:58.079788,[Phone] Instagram,5,phone
2026-03-15 12:28:02.585126,API keys | Google AI Studio - Google Chrome,5,pc
2026-03-15 12:28:03.326847,[Phone] Instagram,5,phone
2026-03-15 12:28:07.599577,app.py - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:10.746724,[Phone] Instagram,5,phone
2026-03-15 12:28:12.600669,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:16.000429,[Phone] Instagram,5,phone
2026-03-15 12:28:17.601872,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:21.283437,[Phone] Instagram,5,phone
2026-03-15 12:28:22.603328,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:26.531293,[Phone] Instagram,5,phone
2026-03-15 12:28:27.605385,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:31.793592,[Phone] Instagram,5,phone
2026-03-15 12:28:32.606945,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:37.044295,[Phone] Instagram,5,phone
2026-03-15 12:28:37.608790,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:42.330922,[Phone] Instagram,5,phone
2026-03-15 12:28:42.610517,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:47.612418,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:47.616464,[Phone] Instagram,5,phone
2026-03-15 12:28:52.614588,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:52.870443,[Phone] Instagram,5,phone
2026-03-15 12:28:57.616631,? .env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:28:58.179217,[Phone] Instagram,5,phone
2026-03-15 12:29:02.618325,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:29:03.441485,[Phone] Instagram,5,phone
2026-03-15 12:29:07.620200,Unknown,5,pc
2026-03-15 12:29:08.699943,[Phone] Instagram,5,phone
2026-03-15 12:29:12.622379,.env - WEAL Hackathon Project - Visual Studio Code,5,pc
2026-03-15 12:29:16.044215,[Phone] Instagram,5,phone
2026-03-15 12:29:17.624042,weal - Google Chrome,5,pc
2026-03-15 12:29:21.335166,[Phone] Instagram,5,phone
2026-03-15 12:29:22.625164,weal - Google Chrome,5,pc
2026-03-15 12:29:26.607751,[Phone] Instagram,5,phone
2026-03-15 12:29:27.627754,Open,5,pc
2026-03-15 12:29:31.887597,[Phone] Instagram,5,phone
2026-03-15 12:29:32.629453,Open,5,pc
2026-03-15 12:29:37.198555,[Phone] Instagram,5,phone
2026-03-15 12:29:37.631332,Open,5,pc
2026-03-15 12:29:42.461726,[Phone] Instagram,5,phone
2026-03-15 12:29:42.632787,weal - Google Chrome,5,pc
2026-03-15 12:29:47.754886,[Phone] Instagram,5,phone
2026-03-15 12:29:47.758714,weal - Google Chrome,5,pc
2026-03-15 12:29:52.760752,weal - Google Chrome,5,pc
2026-03-15 12:29:52.957244,[Phone] Instagram,5,phone
2026-03-15 12:29:57.763274,weal - Google Chrome,5,pc
2026-03-15 12:29:58.146082,[Phone] Instagram,5,phone
2026-03-15 12:30:02.765005,Google Gemini - Google Chrome,5,pc
2026-03-15 12:30:03.423814,[Phone] Instagram,5,phone
2026-03-15 12:30:07.766591,weal - Google Chrome,5,pc
2026-03-15 12:30:08.708322,[Phone] Instagram,5,phone
2026-03-15 12:30:12.768891,weal - Google Chrome,5,pc
2026-03-15 12:30:14.157065,[Phone] Instagram,5,phone
2026-03-15 12:30:17.770949,weal - Google Chrome,5,pc
2026-03-15 12:30:21.455061,[Phone] Instagram,5,phone
2026-03-15 12:30:22.772644,weal - Google Chrome,5,pc
2026-03-15 12:30:26.709888,[Phone] Instagram,5,phone
2026-03-15 12:30:27.774699,weal - Google Chrome,5,pc
2026-03-15 12:30:31.973555,[Phone] Instagram,5,phone
2026-03-15 12:30:32.776236,weal - Google Chrome,5,pc
2026-03-15 12:30:37.203166,[Phone] Instagram,5,phone
2026-03-15 12:30:37.778498,Spotify Premium,5,pc
2026-03-15 12:30:42.495352,[Phone] Instagram,5,phone
2026-03-15 12:30:42.780211,weal - Google Chrome,5,pc
2026-03-15 12:30:47.778170,[Phone] Instagram,5,phone
2026-03-15 12:30:47.781776,weal - Google Chrome,5,pc
2026-03-15 12:30:52.783562,weal - Google Chrome,5,pc
2026-03-15 12:30:53.059046,[Phone] Instagram,5,phone
2026-03-15 12:30:57.785688,weal - Google Chrome,5,pc
2026-03-15 12:30:58.286942,[Phone] Instagram,5,phone
2026-03-15 12:31:02.786881,weal - Google Chrome,5,pc
2026-03-15 12:31:03.544645,[Phone] Instagram,5,phone
2026-03-15 12:31:07.788931,weal - Google Chrome,5,pc
2026-03-15 12:31:08.823481,[Phone] Instagram,5,phone
2026-03-15 12:31:12.790957,weal - Google Chrome,5,pc
2026-03-15 12:31:14.066694,[Phone] Instagram,5,phone
2026-03-15 12:31:17.792865,weal - Google Chrome,5,pc
2026-03-15 12:31:19.300761,[Phone] Instagram,5,phone
2026-03-15 12:31:22.794969,weal - Google Chrome,5,pc
2026-03-15 12:31:26.629123,[Phone] Instagram,5,phone
2026-03-15 12:31:27.796127,weal - Google Chrome,5,pc
2026-03-15 12:31:31.864781,[Phone] Instagram,5,phone
2026-03-15 12:31:32.798216,weal - Google Chrome,5,pc
2026-03-15 12:31:37.118302,[Phone] Instagram,5,phone
2026-03-15 12:31:37.800284,weal - Google Chrome,5,pc
2026-03-15 12:31:42.357079,[Phone] Instagram,5,phone
2026-03-15 12:31:42.802531,weal - Google Chrome,5,pc
2026-03-15 12:31:47.635119,[Phone] Instagram,5,phone
2026-03-15 12:31:47.804417,weal - Google Chrome,5,pc
2026-03-15 12:31:52.806204,weal - Google Chrome,5,pc
2026-03-15 12:31:52.927590,[Phone] Instagram,5,phone
2026-03-15 12:31:57.807353,weal - Google Chrome,5,pc
2026-03-15 12:31:58.189334,[Phone] Instagram,5,phone
2026-03-15 12:32:02.808591,weal - Google Chrome,5,pc
2026-03-15 12:32:03.438880,[Phone] Instagram,5,phone
2026-03-15 12:32:07.810269,weal - Google Chrome,5,pc
2026-03-15 12:32:08.709266,[Phone] Instagram,5,phone
2026-03-15 12:32:12.814540,weal - Google Chrome,5,pc
2026-03-15 12:32:13.973988,[Phone] Instagram,5,phone
2026-03-15 12:32:17.816881,WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:19.227688,[Phone] Instagram,5,phone
2026-03-15 12:32:22.818304,WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:24.479336,[Phone] Instagram,5,phone
2026-03-15 12:32:27.820585,WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:31.793754,[Phone] Instagram,5,phone
2026-03-15 12:32:32.822709,WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:37.009449,[Phone] Instagram,5,phone
2026-03-15 12:32:37.824508,WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:42.241220,[Phone] Instagram,5,phone
2026-03-15 12:32:42.826285,(1) WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:47.499298,[Phone] Instagram,5,phone
2026-03-15 12:32:47.827769,(1) WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:52.754423,[Phone] Instagram,5,phone
2026-03-15 12:32:52.829913,(1) WhatsApp - Google Chrome,5,pc
2026-03-15 12:32:57.831679,"Live Formula 1 Streaming in India - Races, Results & Highlights | FanCode - Google Chrome",5,pc
2026-03-15 12:32:58.006163,[Phone] Instagram,5,phone
2026-03-15 12:33:02.834638,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:03.280448,[Phone] Instagram,5,phone
2026-03-15 12:33:07.837616,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:08.516570,[Phone] Instagram,5,phone
2026-03-15 12:33:12.840207,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:13.798354,[Phone] Instagram,5,phone
2026-03-15 12:33:17.843985,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:19.096945,[Phone] Instagram,5,phone
2026-03-15 12:33:22.845633,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:24.348294,[Phone] Instagram,5,phone
2026-03-15 12:33:27.847093,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:29.621267,[Phone] Instagram,5,phone
2026-03-15 12:33:32.848424,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:36.924736,[Phone] Instagram,5,phone
2026-03-15 12:33:37.849521,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:42.167549,[Phone] Instagram,5,phone
2026-03-15 12:33:42.851401,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:47.447869,[Phone] Instagram,5,phone
2026-03-15 12:33:47.852799,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:52.722298,[Phone] Instagram,5,phone
2026-03-15 12:33:52.855195,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:57.856618,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:33:57.949383,[Phone] Instagram,5,phone
2026-03-15 12:34:02.858390,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:34:03.219217,[Phone] Instagram,5,phone
2026-03-15 12:34:07.862069,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:34:08.420062,[Phone] Instagram,5,phone
2026-03-15 12:34:12.863688,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:34:13.652076,[Phone] Instagram,5,phone
2026-03-15 12:34:18.898848,[Phone] Instagram,5,phone
2026-03-15 12:34:24.145398,[Phone] Instagram,5,phone
2026-03-15 12:34:29.391866,[Phone] Instagram,5,phone
2026-03-15 12:34:34.642663,[Phone] Instagram,5,phone
2026-03-15 12:34:41.964049,[Phone] Instagram,5,phone
2026-03-15 12:34:47.230081,[Phone] Instagram,5,phone
2026-03-15 12:34:52.497922,[Phone] Instagram,5,phone
2026-03-15 12:34:57.757072,[Phone] Instagram,5,phone
2026-03-15 12:35:02.999689,[Phone] Instagram,5,phone
2026-03-15 12:35:07.875990,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:08.250939,[Phone] Instagram,5,phone
2026-03-15 12:35:12.877256,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:13.512506,[Phone] Instagram,5,phone
2026-03-15 12:35:17.878998,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:18.775653,[Phone] Instagram,5,phone
2026-03-15 12:35:22.881269,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:24.031756,[Phone] Instagram,5,phone
2026-03-15 12:35:27.882250,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:29.281534,[Phone] Instagram,5,phone
2026-03-15 12:35:32.883799,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:34.512013,[Phone] Instagram,5,phone
2026-03-15 12:35:37.885123,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:39.785312,[Phone] Instagram,5,phone
2026-03-15 12:35:42.886288,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:47.052842,[Phone] Instagram,5,phone
2026-03-15 12:35:47.889610,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:52.293155,[Phone] Instagram,5,phone
2026-03-15 12:35:52.891458,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:35:57.538011,[Phone] Instagram,5,phone
2026-03-15 12:35:57.892668,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:02.770433,[Phone] Instagram,5,phone
2026-03-15 12:36:02.895009,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:07.896268,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:08.010264,[Phone] Instagram,5,phone
2026-03-15 12:36:13.222768,[Phone] Instagram,5,phone
2026-03-15 12:36:18.433533,[Phone] Instagram,5,phone
2026-03-15 12:36:22.898424,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:23.705215,[Phone] Instagram,5,phone
2026-03-15 12:36:27.900309,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:28.974468,[Phone] Instagram,5,phone
2026-03-15 12:36:32.904113,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:34.196093,[Phone] Instagram,5,phone
2026-03-15 12:36:37.907557,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:39.420894,[Phone] Instagram,5,phone
2026-03-15 12:36:42.909150,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:44.664910,[Phone] Instagram,5,phone
2026-03-15 12:36:47.911310,C:\Windows\System32\cmd.exe - python  phone_tracker.py,5,pc
2026-03-15 12:36:52.018256,[Phone] Instagram,5,phone
2026-03-15 12:36:52.913790,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:36:57.300162,[Phone] Instagram,5,phone
2026-03-15 12:36:57.917198,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:02.565852,[Phone] Instagram,5,phone
2026-03-15 12:37:02.921200,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:07.833041,[Phone] Instagram,5,phone
2026-03-15 12:37:07.922218,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:13.000364,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:13.112155,[Phone] Instagram,5,phone
2026-03-15 12:37:18.001586,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:18.353730,[Phone] Instagram,5,phone
2026-03-15 12:37:23.002594,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:23.616959,[Phone] Instagram,5,phone
2026-03-15 12:37:28.003659,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:28.868292,[Phone] Instagram,5,phone
2026-03-15 12:37:33.005527,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:34.138082,[Phone] Instagram,5,phone
2026-03-15 12:37:38.006666,"Watch Formula 1 Race F1 HEINEKEN CHINESE GRAND PRIX 2026 Live: Mar 15, 12:30 PM, Standings, Schedule & Videos - Google Chrome",5,pc
2026-03-15 12:37:39.400701,[Phone] Instagram,5,phone
